name,artists,year,cluster
Move It On Over,['George Thorogood & The Destroyers'],1992,2
Cherish the Day,['Sade'],1992,0
Walkaway Joe,['Trisha Yearwood'],1992,1
American Made,['The Oak Ridge Boys'],1992,0
Ya Después De Muerto,['Chalino Sanchez'],1992,0
Opiate,['TOOL'],1992,2
Magalenha,['Sérgio Mendes'],1992,0
Corrido Del Gallito,['Chalino Sanchez'],1992,2
Easy,['Faith No More'],1992,1
One More Last Chance,['Vince Gill'],1992,2
Don't Push,['Sublime'],1992,0
Yo Te Amo,['Los Temerarios'],1992,0
Pobre soñador,['El Tri'],1992,2
Grateful,"['Hezekiah Walker', 'Love Fellowship Choir']",1992,1
Darling Baby,['The Elgins'],1992,0
Fucking Hostile,['Pantera'],1992,2
Cuéntame,['Liberación'],1992,2
Chloe Dancer/Crown Of Thorns,['Mother Love Bone'],1992,1
Old Hippie,['The Bellamy Brothers'],1992,0
Galileo,['Indigo Girls'],1992,0
"Girl, You'll Be a Woman Soon",['Urge Overkill'],1992,1
Run to You,['Whitney Houston'],1992,1
Dime Donde Y Cuando,['Los Bukis'],1992,0
El Hombre Que Yo Amo,['Myriam Hernandez'],1992,2
5446 Thats My Number/ Ball And Chain,['Sublime'],1992,0
Just Another Day,['Jon Secada'],1992,0
A Letter to Elise,['The Cure'],1992,2
A New Level,['Pantera'],1992,2
Manuel Juarez,['Joan Sebastian'],1992,2
El Navegante,"['Chalino Sanchez', 'Los Amables Del Norte']",1992,2
Hollow,['Pantera'],1992,1
Cómo Te Deseo,['Maná'],1992,0
These Arms of Mine,['Otis Redding'],1992,2
Sometimes Love Just Ain't Enough,"['Patty Smyth', 'Don Henley']",1992,1
Disconnected,['Face To Face'],1992,2
Vivir Sin Aire,['Maná'],1992,1
Connected,"[""Stereo MC's""]",1992,0
Creep,['Radiohead'],1993,1
Mr. Jones,['Counting Crows'],1993,2
Heart-Shaped Box,['Nirvana'],1993,2
Gin N Juice (feat. Dat Nigga Daz),"['Snoop Dogg', 'Daz Dillinger']",1993,2
Fade Into You,['Mazzy Star'],1993,1
Atlantic City,['The Band'],1993,0
Linger,['The Cranberries'],1993,1
You Know How We Do It - Remastered,['Ice Cube'],1993,0
Dreams,['The Cranberries'],1993,2
She Don't Know She's Beautiful,['Sammy Kershaw'],1993,0
Sober,['TOOL'],1993,2
Somewhere Over The Rainbow_What A Wonderful World,"[""Israel Kamakawiwo'ole""]",1993,1
I Get Around,"['2Pac', 'Digital Underground']",1993,0
Far Behind,['Candlebox'],1993,0
Ghostbusters,['Ray Parker Jr.'],1993,0
Who Am I (What's My Name)?,['Snoop Dogg'],1993,0
Insane in the Brain,['Cypress Hill'],1993,0
What's Love Got to Do with It,['Tina Turner'],1993,0
All Apologies,['Nirvana'],1993,1
"Ain't No Fun (If the Homies Cant Have None) (feat. Nate Dogg, Warren G & Kurupt)","['Snoop Dogg', 'Kurupt', 'Warren G', 'Nate Dogg']",1993,0
Shoop,['Salt-N-Pepa'],1993,0
Are You Gonna Go My Way,['Lenny Kravitz'],1993,0
Knockin' da Boots,['H-Town'],1993,0
Daughter (Remastered),['Pearl Jam'],1993,0
The Sign,['Ace of Base'],1993,0
Wu-Tang Clan Ain't Nuthing ta F' Wit,['Wu-Tang Clan'],1993,0
"What Is Love - 7"" Mix",['Haddaway'],1993,0
All I Wanna Do,['Sheryl Crow'],1993,0
Cryin',['Aerosmith'],1993,2
Hermoso Cariño,['Vicente Fernández'],1993,2
Crazy,['Aerosmith'],1993,2
That's The Way Love Goes,['Janet Jackson'],1993,0
Hero,['Mariah Carey'],1993,1
Hip Hop Hooray,['Naughty By Nature'],1993,0
Award Tour,['A Tribe Called Quest'],1993,0
Independence Day,['Martina McBride'],1993,0
Hard Workin' Man,['Brooks & Dunn'],1993,0
Amor Prohibido,['Grupo Bryndis'],1993,0
Ese Loco Soy Yo,['Liberación'],1993,1
I'm The Only One,['Melissa Etheridge'],1993,0
I'd Do Anything For Love (But I Won't Do That) - Single Edit,['Meat Loaf'],1993,1
Fast as You,['Dwight Yoakam'],1993,0
Ordinary World,['Duran Duran'],1993,2
Elderly Woman Behind the Counter in a Small Town (Remastered),['Pearl Jam'],1993,2
Round Here,['Counting Crows'],1993,1
She Don't Use Jelly,['The Flaming Lips'],1993,2
If You Love Me,['Brownstone'],1993,1
Rosas Rojas,['Industria del Amor'],1993,2
All That She Wants,['Ace of Base'],1993,0
I'm a Player - Street Version,['Too $hort'],1993,0
Somebody's Watching Me - Single Version,['Rockwell'],1993,0
"Any Time, Any Place",['Janet Jackson'],1993,1
My Name Is Mud,['Primus'],1993,0
(I Just) Died In Your Arms,['Cutting Crew'],1993,0
Fields Of Gold,['Sting'],1993,1
Come Undone,['Duran Duran'],1993,2
Rebirth Of Slick (Cool Like Dat),['Digable Planets'],1993,0
Queen Of My Double Wide Trailer,['Sammy Kershaw'],1993,0
The Power of Love,['Céline Dion'],1993,1
Acepto Mi Derrota,['Los Bukis'],1993,1
La Loca,['Los Fugitivos'],1993,0
Low,['Cracker'],1993,2
Without You,['Mariah Carey'],1993,1
Whatta Man,"['Salt-N-Pepa', 'En Vogue']",1993,0
Angel Baby,['Rosie & The Originals'],1993,2
Show Me Love,['Robin S'],1993,0
Fox On The Run,['Sweet'],1993,0
Bittersweet,['Big Head Todd and The Monsters'],1993,0
Whoomp! There It Is,['Tag Team'],1993,0
Bump n' Grind,['R. Kelly'],1993,0
La Gota Fría,['Carlos Vives'],1993,0
Karma Chameleon,['Culture Club'],1993,0
Proud Mary,['Tina Turner'],1993,2
"Lullabye (Goodnight, My Angel)",['Billy Joel'],1993,1
(I Can't Help) Falling In Love With You,['UB40'],1993,2
Hasta Que Me Olvides,['Luis Miguel'],1993,1
Strong Enough,['Sheryl Crow'],1993,1
Murder She Wrote,['Chaka Demus & Pliers'],1993,0
Prison Sex,['TOOL'],1993,2
Method Man,['Wu-Tang Clan'],1993,0
Rape Me,['Nirvana'],1993,2
"Burning Heart - From ""Rocky IV"" Soundtrack",['Survivor'],1993,0
Shape Of My Heart,['Sting'],1993,1
The River of Dreams,['Billy Joel'],1993,0
Cry For You,['Jodeci'],1993,0
A Thousand Miles from Nowhere,['Dwight Yoakam'],1993,0
Alibis,['Tracy Lawrence'],1993,1
Heart-Shaped Box,['Nirvana'],1993,2
U Send Me Swingin',['Mint Condition'],1993,1
Murder Was The Case (feat. Dat Nigga Daz),"['Snoop Dogg', 'Daz Dillinger']",1993,0
Where I'm From,['Digable Planets'],1993,0
Rey De Oros,['Industria del Amor'],1993,0
Feenin',['Jodeci'],1993,0
"Mi luna, mi estrella",['Banda Machos'],1993,0
Again,['Janet Jackson'],1993,1
Tha Shiznit,['Snoop Dogg'],1993,0
John Deere Green,['Joe Diffie'],1993,0
I Want You Back,['The Jackson 5'],1993,0
In The Still of the Night,['The Five Satins'],1993,1
"What Is Love - 7"" Mix",['Haddaway'],1993,0
Breathe Again,['Toni Braxton'],1993,2
You,['Candlebox'],1993,2
No Bailes De Caballito,['Mi Banda El Mexicano'],1993,0
He Tratado,['Víctor Manuelle'],1993,0
Return To Innocence,['Enigma'],1993,1
Laid,['James'],1993,2
Don't Let The Sun Go Down On Me - Live At Wembley Arena / 1991,"['Elton John', 'George Michael']",1993,1
Rape Me,['Nirvana'],1993,2
Ojitos Mentirosos,['Tropicalísimo Apache'],1993,0
Dreamlover,['Mariah Carey'],1993,0
Amazing,['Aerosmith'],1993,2
Come To My Window,['Melissa Etheridge'],1993,1
Love Come Down,"['Evelyn ""Champagne"" King']",1993,0
Pacas De A Kilo,['Los Tigres Del Norte'],1993,0
Mr. Blue,['The Fleetwoods'],1993,1
Rain King,['Counting Crows'],1993,0
"It's Been A Long, Long Time - Single Version",['Bing Crosby'],1993,1
Wild One,['Faith Hill'],1993,0
Pets,['Porno for Pyros'],1993,1
16 Candles,"['Johnny Maestro', 'The Crests']",1993,1
Mambo Lupita,['Mi Banda El Mexicano'],1993,0
Playa Sola,['Los Invasores De Nuevo León'],1993,0
Doo Wa Ditty (Blow That Thing),['Zapp'],1993,0
Because the Night - Live Unplugged,"['10,000 Maniacs']",1993,2
Sound of da Police,['KRS-One'],1993,0
When Can I See You,['Babyface'],1993,0
Amor Se Escribe Con Llanto,['Guardianes Del Amor'],1993,0
Nadie Es Eterno,['Antonio Aguilar'],1993,2
Who Was In My Room Last Night?,['Butthole Surfers'],1993,2
Tumba Falsa,['Los Tigres Del Norte'],1993,2
Informer,['Snow'],1993,0
Chief Rocka,['Lords Of The Underground'],1993,0
Gotta Get Mine,['MC Breed'],1993,0
Nereyda,['Raulin Rodriguez'],1993,0
Lodi Dodi (feat. Nancy Fletcher),"['Snoop Dogg', 'Nancy Fletcher']",1993,0
Working My Way Back to You,['The Spinners'],1993,0
Come Softly To Me,['The Fleetwoods'],1993,1
Just Kickin' It,['Xscape'],1993,0
Rearviewmirror (Remastered),['Pearl Jam'],1993,2
Love's Train,['Con Funk Shun'],1993,0
Mirala Miralo,['Alejandra Guzman'],1993,0
I Wanna Get High,['Cypress Hill'],1993,1
The Rubberband Man,['The Spinners'],1993,0
Pistol Packin' Mama - Single Version,"['Bing Crosby', 'The Andrews Sisters', 'Vic Schoen & His Orchestra']",1993,2
Into Dust,['Mazzy Star'],1993,1
Into Your Arms,['The Lemonheads'],1993,2
"So Ruff, so Tuff",['Zapp'],1993,0
Encadenada A Mi - Cumbia,['Los Bukis'],1993,0
Just Another Day,['Too $hort'],1993,0
I Want to Be Your Man,['Roger'],1993,1
Lady,['Kenny Rogers'],1993,1
G'z And Hustlaz,['Snoop Dogg'],1993,0
How Many Ways,['Toni Braxton'],1993,0
Said I Loved You...But I Lied,['Michael Bolton'],1993,2
Matador - Remasterizado 2008,['Los Fabulosos Cadillacs'],1993,2
Cover Me,['Candlebox'],1993,2
Nuestro Juramento,['Julio Jaramillo'],1993,0
What Might Have Been,['Little Texas'],1993,1
Livin' On The Edge,['Aerosmith'],1993,2
Mujeres,['Ricardo Arjona'],1993,0
Serve The Servants,['Nirvana'],1993,2
Suave,['Luis Miguel'],1993,0
(Lay Your Head On My) Pillow,['Tony! Toni! Toné!'],1993,0
Doggy Dogg World (feat. Tha Dogg Pound & The Dramatics),"['Snoop Dogg', 'Tha Dogg Pound', 'The Dramatics']",1993,0
Getto Jam,['Domino'],1993,0
Pickin' Up The Pieces,['Widespread Panic'],1993,0
Lástima Que Seas Ajena,['Vicente Fernández'],1993,1
Con los Años Que Me Quedan,['Gloria Estefan'],1993,1
If You Are But A Dream (with The Bobby Tucker Singers),"['Frank Sinatra', 'Bobby Tucker Singers']",1993,1
Lovin' You,['Minnie Riperton'],1993,1
Clan In Da Front,['Wu-Tang Clan'],1993,0
A Whole New World (Aladdin's Theme),"['Peabo Bryson', 'Regina Belle']",1993,1
Pennyroyal Tea,['Nirvana'],1993,1
Honey Bucket,['Melvins'],1993,2
American Jesus,['Bad Religion'],1993,2
What's It to You,['Clay Walker'],1993,0
All I Want for Christmas Is You,['Mariah Carey'],1994,2
Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),"['Frank Sinatra', 'B. Swanson Quartet']",1994,0
Christmas (Baby Please Come Home),['Mariah Carey'],1994,0
Say It Ain't So,['Weezer'],1994,2
Zombie,['The Cranberries'],1994,2
Basket Case,['Green Day'],1994,0
Black Hole Sun,['Soundgarden'],1994,2
Dust On The Bottle,['David Lee Murphy'],1994,0
Juicy - 2005 Remaster,['The Notorious B.I.G.'],1994,0
Big Poppa - 2005 Remaster,['The Notorious B.I.G.'],1994,0
Wildflowers,['Tom Petty'],1994,1
Regulate,"['Warren G', 'Nate Dogg']",1994,0
When I Come Around,['Green Day'],1994,0
Loser,['Beck'],1994,0
Buddy Holly,['Weezer'],1994,0
Interstate Love Song - 2019 Remaster,['Stone Temple Pilots'],1994,2
Sabotage,['Beastie Boys'],1994,2
Jump Around,['House Of Pain'],1994,0
Only Wanna Be with You,['Hootie & The Blowfish'],1994,2
Waterfalls,['TLC'],1994,0
Shine,['Collective Soul'],1994,1
Creep,['TLC'],1994,0
Watermelon Crawl,['Tracy Byrd'],1994,0
You Don't Know How It Feels,['Tom Petty'],1994,0
"I Just Can't Wait to Be King - From ""The Lion King""/Soundtrack Version","['Jason Weaver', 'Rowan Atkinson', 'Laura Williams']",1994,0
"Hakuna Matata - From ""The Lion King""/Soundtrack","['Nathan Lane', 'Ernie Sabella', 'Jason Weaver', 'Joseph Williams']",1994,2
The Man Who Sold The World,['Nirvana'],1994,2
Nutshell,['Alice In Chains'],1994,1
When You Say Nothing At All,['Alison Krauss & Union Station'],1994,1
Spoonman,['Soundgarden'],1994,0
Hallelujah,['Jeff Buckley'],1994,1
Thuggish Ruggish Bone,['Bone Thugs-N-Harmony'],1994,0
O Holy Night,['Mariah Carey'],1994,2
Possum Kingdom,['Toadies'],1994,0
Lightning Crashes,['Live'],1994,1
Indian Outlaw,['Tim McGraw'],1994,0
Ants Marching,['Dave Matthews Band'],1994,0
Check Yo Self - Remix,"['Ice Cube', 'Das EFX']",1994,0
"Circle of Life - From ""The Lion King""/ Soundtrack","['Carmen Twillie', 'Lebo M.']",1994,1
I'll Make Love To You,['Boyz II Men'],1994,1
Run-Around,['Blues Traveler'],1994,0
Amor Prohibido,['Selena'],1994,0
Let Her Cry,['Hootie & The Blowfish'],1994,2
Welcome to Paradise,['Green Day'],1994,2
Fell On Black Days,['Soundgarden'],1994,0
Undone - The Sweater Song,['Weezer'],1994,1
Longview,['Green Day'],1994,2
This D.J.,"['Warren G', 'O.G.L.B.']",1994,0
"Can You Feel the Love Tonight - From ""The Lion King"" / Soundtrack Version","['Joseph Williams', 'Sally Dworsky', 'Nathan Lane', 'Ernie Sabella', 'Kristle Edwards']",1994,1
At Your Best (You Are Love),['Aaliyah'],1994,1
Hold My Hand,['Hootie & The Blowfish'],1994,2
Silent Night,['Mariah Carey'],1994,2
Kiss from a Rose,['Seal'],1994,1
Who Shot Ya? - 2005 Remaster,['The Notorious B.I.G.'],1994,0
No Excuses,['Alice In Chains'],1994,0
Hook,['Blues Traveler'],1994,2
Where Did You Sleep Last Night,['Nirvana'],1994,1
Lamento Boliviano,['Los Enanitos Verdes'],1994,0
N.Y. State of Mind,['Nas'],1994,0
Don't Take The Girl,['Tim McGraw'],1994,2
Better Man,['Pearl Jam'],1994,2
I Wanna Be Down,['Brandy'],1994,0
Down On The Farm,['Tim McGraw'],1994,0
Smooth Operator - Single Version,['Sade'],1994,0
Lake Of Fire,['Nirvana'],1994,2
Mamma Mia,['ABBA'],1994,0
Just a Friend,['Biz Markie'],1994,0
I'll Stand by You,"['Pretenders', 'Bob Clearmountain']",1994,2
Soulshine,['Allman Brothers Band'],1994,2
Go Rest High On That Mountain,['Vince Gill'],1994,1
Foe Tha Love of $,"['Bone Thugs-N-Harmony', 'Eazy-E']",1994,0
Vasoline - 2019 Remaster,['Stone Temple Pilots'],1994,2
"Baby, I Love Your Way","['Big Mountain', 'Tom Lord-Alge']",1994,0
La vie en rose - Single Version,['Louis Armstrong'],1994,1
Santa Claus Is Comin' to Town,['Mariah Carey'],1994,2
Feel the Pain,['Dinosaur Jr.'],1994,2
El Chico Del Apartamento 512,['Selena'],1994,0
Blind,['Korn'],1994,2
On Bended Knee,['Boyz II Men'],1994,1
If I Could Make a Living,['Clay Walker'],1994,0
"You're The First, The Last, My Everything",['Barry White'],1994,0
I Swear,['All-4-One'],1994,1
I Alone,['Live'],1994,1
Always,['Bon Jovi'],1994,2
Lovely Day,['Bill Withers'],1994,0
Hurt,['Nine Inch Nails'],1994,1
Please Come Home for Christmas - 2013 Remaster,['Eagles'],1994,2
My Name Is Jonas,['Weezer'],1994,2
Mary Jane (All Night Long),['Mary J. Blige'],1994,0
I Stay Away,['Alice In Chains'],1994,1
I Second That Emotion,['Smokey Robinson & The Miracles'],1994,0
All Night Long,['Mary Jane Girls'],1994,0
N.Y. State of Mind,['Nas'],1994,0
Here Comes The Hotstepper - Heartical Mix,"['Ini Kamoze', 'Salaam Remi']",1994,0
Before I Let You Go,['Blackstreet'],1994,1
Send Me On My Way,['Rusted Root'],1994,0
It's Only A Paper Moon,"['Ella Fitzgerald', 'The Delta Rhythm Boys']",1994,1
I Swear,['John Michael Montgomery'],1994,1
La Mesa Del Rincón,['Los Tigres Del Norte'],1994,0
The Lion Sleeps Tonight (Wimoweh),['The Tokens'],1994,2
Candy Rain - Heavy D & TrakMasterz Mix,"['Soul For Real', 'Heavy D']",1994,0
You Gotta Be,"[""Des'ree""]",1994,0
Satellite,['Dave Matthews Band'],1994,0
La Media Vuelta,['Luis Miguel'],1994,0
Bring The Pain,['Method Man'],1994,1
Self Esteem,['The Offspring'],1994,0
The World Is Yours,['Nas'],1994,0
Mass Appeal,['Gang Starr'],1994,0
Stay (I Missed You),['Lisa Loeb'],1994,2
Si Una Vez,['Selena'],1994,0
Backwater,['Meat Puppets'],1994,2
You Wreck Me,['Tom Petty'],1994,2
Afuera,['Caifanes'],1994,2
I Go Blind - 2019 Remaster,['Hootie & The Blowfish'],1994,0
Como Tú,['Los Temerarios'],1994,1
Player's Ball,['OutKast'],1994,0
Big Empty - 2019 Remaster,['Stone Temple Pilots'],1994,1
Groove Me,['King Floyd'],1994,0
She,['Green Day'],1994,0
Santa Claus Is Comin' to Town,['Frank Sinatra'],1994,1
Coal Miner's Daughter,['Loretta Lynn'],1994,0
The End of the World,['Skeeter Davis'],1994,1
The World Is Yours,['Nas'],1994,0
Janie's Got A Gun,['Aerosmith'],1994,0
Ven Devórame Otra Vez,['Lalo Rodriguez'],1994,0
All Over You,['Live'],1994,2
Doll Parts,['Hole'],1994,2
My Life,['Mary J. Blige'],1994,2
Be Happy,['Mary J. Blige'],1994,0
Machine Gun Funk - 2006 Remaster,['The Notorious B.I.G.'],1994,0
5 Minutes Alone,['Pantera'],1994,0
It Ain't Hard to Tell,['Nas'],1994,0
Violet,['Hole'],1994,2
Pickup Man,['Joe Diffie'],1994,0
About A Girl,['Nirvana'],1994,0
The Keeper Of The Stars,['Tracy Byrd'],1994,1
Ode To My Family,['The Cranberries'],1994,1
Back & Forth,['Aaliyah'],1994,0
Red Light Special,['TLC'],1994,2
Party Crowd,['David Lee Murphy'],1994,0
Sending My Love,['Zhané'],1994,1
La Noche Que Murio Chicago,['Banda Toro'],1994,0
Landslide - Remastered,['The Smashing Pumpkins'],1994,1
Tootsee Roll (Dance Version),['69 Boyz'],1994,0
"Anything - Old Skool Radio 7"" Version","['SWV', 'Allen Gordon, Jr. aka ""ALLSTAR""', 'Arty Skye']",1994,0
"Be Prepared - From ""The Lion King"" / Soundtrack Version","['Jeremy Irons', 'Whoopi Goldberg', 'Cheech Marin', 'Jim Cummings']",1994,1
Goodbye Says It All,['BlackHawk'],1994,0
Live Forever - Remastered,['Oasis'],1994,1
Time,['Hootie & The Blowfish'],1994,2
The Day I Tried To Live,['Soundgarden'],1994,2
Bananaphone,['Raffi'],1994,0
Rotten Apple,['Alice In Chains'],1994,2
Clean My Wounds,['Corrosion Of Conformity'],1994,2
Life's a Bitch (feat. AZ & Olu Dara),"['Nas', 'AZ', 'Olu Dara']",1994,0
Mi Forma De Sentir,['Pedro Fernández'],1994,1
Fantastic Voyage,['Coolio'],1994,0
No Me Queda Más,['Selena'],1994,1
All Apologies,['Nirvana'],1994,1
Funkdafied,['Da Brat'],1994,0
Texas Tornado,['Tracy Lawrence'],1994,1
Superstar,['Sonic Youth'],1994,1
Red Right Hand - 2011 Remastered Version,['Nick Cave & The Bad Seeds'],1994,1
Don't Follow,['Alice In Chains'],1994,1
I'm Goin' Down,['Mary J. Blige'],1994,1
Mmm Mmm Mmm Mmm,['Crash Test Dummies'],1994,1
Daddy Never Was the Cadillac Kind,['Confederate Railroad'],1994,0
Now And Forever,['Richard Marx'],1994,1
Short Dick Man - Club Mix,"['20 Fingers', 'Gillette']",1994,0
Hot Potato,['The Wiggles'],1994,0
Plowed,['Sponge'],1994,2
Boss D.J.,['Sublime'],1994,1
Water Runs Dry,['Boyz II Men'],1994,1
Seether,['Veruca Salt'],1994,2
A Tout Le Monde - Remastered 2004,['Megadeth'],1994,2
Te Vas Con El - Poema,['Grupo Bryndis'],1994,2
What Would You Say,['Dave Matthews Band'],1994,0
Shoots and Ladders,['Korn'],1994,1
Halftime,['Nas'],1994,0
Burnout,['Green Day'],1994,0
Cut Your Hair,['Pavement'],1994,2
Oh Me,['Nirvana'],1994,1
Always and Forever,['Luther Vandross'],1994,1
Sure Shot,['Beastie Boys'],1994,0
Range Life,['Pavement'],1994,0
Dead Flowers,['Townes Van Zandt'],1994,1
Wonderwall,['Oasis'],1995,2
Gangsta's Paradise,"['Coolio', 'L.V.']",1995,1
Check Yes Or No,['George Strait'],1995,0
Always Be My Baby,['Mariah Carey'],1995,1
Brain Stew,['Green Day'],1995,1
Any Man Of Mine,['Shania Twain'],1995,0
Sold (The Grundy County Auction Incident),['John Michael Montgomery'],1995,0
"Shook Ones, Pt. II",['Mobb Deep'],1995,0
"I Like It, I Love It",['Tim McGraw'],1995,0
This Is How We Do It,"['Montell Jordan', 'Wino']",1995,0
Dear Mama,['2Pac'],1995,1
Fantasy,['Mariah Carey'],1995,0
Don't Speak,['No Doubt'],1995,0
Breakfast At Tiffany's,['Deep Blue Something'],1995,0
Tha Crossroads,['Bone Thugs-N-Harmony'],1995,0
"You've Got a Friend in Me - From ""Toy Story""/Soundtrack Version",['Randy Newman'],1995,1
Lump,['The Presidents Of The United States Of America'],1995,2
Just A Girl,['No Doubt'],1995,0
Give Me One Reason,['Tracy Chapman'],1995,1
1st of Tha Month,['Bone Thugs-N-Harmony'],1995,0
Champagne Supernova,['Oasis'],1995,2
High And Dry,['Radiohead'],1995,1
Name,['The Goo Goo Dolls'],1995,1
Alright,['Supergrass'],1995,2
Cumbersome,['Seven Mary Three'],1995,1
Don't Look Back In Anger,['Oasis'],1995,2
You Were Meant For Me,['Jewel'],1995,1
Shimmy Shimmy Ya,"[""Ol' Dirty Bastard""]",1995,1
Candy Rain,['Soul For Real'],1995,2
Get Money,['Junior M.A.F.I.A.'],1995,0
I Wish,['Skee-Lo'],1995,0
Peaches,['The Presidents Of The United States Of America'],1995,2
That Ain't My Truck,['Rhett Akins'],1995,0
"Colors of the Wind - From ""Pocahontas"" / Soundtrack Version",['Judy Kuhn'],1995,1
Tell Me,['Groove Theory'],1995,0
Dreaming Of You,['Selena'],1995,2
Good,['Better Than Ezra'],1995,0
Survival of the Fittest,['Mobb Deep'],1995,0
All Mixed Up,['311'],1995,0
Desvelado,['Bobby Pulido'],1995,0
Spiderwebs,['No Doubt'],1995,2
One Sweet Day,"['Mariah Carey', 'Boyz II Men']",1995,1
Keep Their Heads Ringin',['Dr. Dre'],1995,1
Tomorrow,['Silverchair'],1995,2
Hand in My Pocket - 2015 Remaster,['Alanis Morissette'],1995,0
You Oughta Know - 2015 Remaster,['Alanis Morissette'],1995,0
La Chona,['Los Tucanes De Tijuana'],1995,0
Cotton Eye Joe,['Rednex'],1995,0
In the Meantime,['Spacehog'],1995,2
Fake Plastic Trees,['Radiohead'],1995,1
They Don't Care About Us,['Michael Jackson'],1995,0
Lady,"[""D'Angelo""]",1995,0
Here's a Quarter (Call Someone Who Cares),['Travis Tritt'],1995,0
Como Una Novela,['Los Acosta'],1995,0
"Ice Cream (feat. Ghostface Killah, Method Man & Cappadonna)","['Raekwon', 'Ghostface Killah', 'Method Man', 'Cappadonna']",1995,0
Runnin',['The Pharcyde'],1995,0
Doin' It,['LL Cool J'],1995,0
Down,['311'],1995,2
"Just Around the Riverbend - From ""Pocahontas"" / Soundtrack Version",['Judy Kuhn'],1995,1
The World I Know,['Collective Soul'],1995,1
No One Needs To Know,['Shania Twain'],1995,0
Gloria,['Laura Branigan'],1995,0
So Many Tears,['2Pac'],1995,0
Heaven Beside You,['Alice In Chains'],1995,0
